Statut & inventaire des immobilisations :;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type d'immobilisation :;Section analystique :;Statut :;Type de demande de modification du fichier des immobilisations :;;;;;;;;;;;;;;;;;;;;;;;;
immo inventoriables immatriculables (IMA);7500;Cmd en cours;Mise en service immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
immo inventoriables dénombrable (DEN);7510;Cmd réceptionné - Attente de mise en service;Cession - Vente de l'immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
Immo Analysables (VAL) ;7520;Mise en service;Mise au rebut de l'immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
-;7540;Perdu;Transfert d'immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
-;-;Rebuté;-;;;;;;;;;;;;;;;;;;;;;;;;
-;-;Vendu;-;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
N°CAB;"Code Projet
(CAPEX)";"N° d'immo / 
Nom fond de dossier";Type d'immo;Fournisseur;Code article;Désignation;Description;N° de série;No CMD;Section analytique;Zone;Localisation;Qté;PU;Montant Cde dans la devise de transaction;Date OA;Date livr.;Date mise en service;Date sortie;Statut;BL;Facture;Type de demande de modification du fichier des immobilisations :;Decription du code projet;Propriétaire;Immatriculé ?;Colonne1
Z20491;22016209;Z20491_22016209_5027119;immo inventoriables dénombrable (DEN);ISO QUAL TECH;;panneaux de signalétique de ESD;;;5027119;7520;ILOT ELEC;;1,00;350,00;;18/10/2022;05/12/2022;;;;;;;Matériel ESD Remise à niveau 1/2;;;
Z20492;22016209;Z20492_22016209_5027119;immo inventoriables dénombrable (DEN);ISO QUAL TECH;;panneaux de signalétique de ESD;;;5027119;7520;ILOT ELEC;;1,00;350,00;;18/10/2022;05/12/2022;;;;;;;Matériel ESD Remise à niveau 1/2;;;
Z20493;22016209;Z20493_22016209_5027119;immo inventoriables dénombrable (DEN);ISO QUAL TECH;;panneaux de signalétique de ESD;;;5027119;7520;ILOT ELEC;;1,00;350,00;;18/10/2022;05/12/2022;;;;;;;Matériel ESD Remise à niveau 1/2;;;
Z20494;22016209;Z20494_22016209_5027119;immo inventoriables dénombrable (DEN);ISO QUAL TECH;;panneaux de signalétique de ESD;;;5027119;7520;ILOT ELEC;;1,00;350,00;;18/10/2022;05/12/2022;;;;;;;Matériel ESD Remise à niveau 1/2;;;
Z20495;22016209;Z20495_22016209_5027119;immo inventoriables dénombrable (DEN);ISO QUAL TECH;;panneaux de signalétique de ESD;;;5027119;7520;ILOT ELEC;RETROFIT VXI;1,00;350,00;;18/10/2022;05/12/2022;;;;;;;Matériel ESD Remise à niveau 1/2;;;
Z30101;20012810;Z30101_20012810_2452375;immo inventoriables dénombrable (DEN);MULTEK SARL AU;;Projet OP18;;;2452375;;;;2,00;324,00;;23/11/2020;18/01/2021;;;;;;;Baie informatique - Projet OP18;;;
Z30020;19009111;Z30020_19009111_2447972;immo inventoriables dénombrable (DEN);TELEM;;;;;2447972;;;;110,50;323,00;;26/09/2019;23/04/2021;;;;;;;Sécurisation contre le feu des salles VXI & serveur;;;
Z20316;22015466;Z20316_22015466_5018895;immo inventoriables dénombrable (DEN);ISO QUAL TECH;;PRISE STANDARD EUROPE;;;5018895;7520;MRO;MRO;3,00;320,00;;15/06/2022;29/07/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20469;22016203;Z20469_22016203_5027118;immo inventoriables dénombrable (DEN);TELEM;;BATTERIE 7AH 12V;;;5027118;;;Salle IT;3,00;258,00;;18/10/2022;19/12/2022;;;;;;;"Sûreté : Elevation clôture site
Sûreté : Système intrusion issu de secours.
Sûreté : bareaudage site";;;
Z30022;19009111;Z30022_19009111_2447972;immo inventoriables dénombrable (DEN);TELEM;;;;;2447972;;;;120,00;253,00;;26/09/2019;23/04/2021;;;;;;;Sécurisation contre le feu des salles VXI & serveur;;;
Z20490;22016209;Z20490_22016209_5027119;immo inventoriables dénombrable (DEN);ISO QUAL TECH;;outil de boutons de pression;;;5027119;7520;ILOT ELEC;;1,00;250,00;;18/10/2022;27/10/2022;;;;;;;Matériel ESD Remise à niveau 1/2;;;
Z20992;23017760;Z20992_23017760_5044220;immo inventoriables dénombrable (DEN);TESM;;robinets;;;5044220;;;;2,00;250,00;;12/06/2023;06/07/2023;;;;;;;Remplacement sanitaire atelier;;;
Z20912;22015466;Z20912_22015466_5040614;immo inventoriables dénombrable (DEN);MULTEK SARL AU;;Fourniture et pose prise 5P 32A femelle;;;5040614;;;;4,00;234,00;;13/04/2023;26/06/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20485;22016209;Z20485_22016209_5027119;immo inventoriables dénombrable (DEN);ISO QUAL TECH;;prises de mise a la terre 2*m5 cosse;;;5027119;7520;ILOT ELEC;;45,00;220,00;;18/10/2022;05/12/2022;;;;;;;Matériel ESD Remise à niveau 1/2;;;
Z20997;23017761;Z20997_23017761_5044347;immo inventoriables dénombrable (DEN);TELEM;;Indicateurs d’actions;;;5044347;;;Duct;1,00;215,00;;14/06/2023;26/06/2023;;;;;;;Système détection incendie atelier chaudronnerie DUCT;;;
Z21009;23017761;_23017761_5044347;immo inventoriables dénombrable (DEN);TELEM;;Indicateurs d’actions;;;5044347;;;Duct;1,00;215,00;;14/06/2023;26/06/2023;;;;;;;Système détection incendie atelier chaudronnerie DUCT;;;
Z20486;22016209;Z20486_22016209_5027119;immo inventoriables dénombrable (DEN);ISO QUAL TECH;;Equerres de connexion 3* bp 10mm;;;5027119;7520;ILOT ELEC;;45,00;210,00;;18/10/2022;05/12/2022;;;;;;;Matériel ESD Remise à niveau 1/2;;;
Z20315;22015466;Z20315_22015466_5018895;immo inventoriables dénombrable (DEN);ISO QUAL TECH;;GROUDING CORD CABLAGE 1 MEG OHM RESISTOR;;;5018895;7520;MRO;MRO;3,00;200,00;;15/06/2022;29/07/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20471;22016203;Z20471_22016203_5027118;immo inventoriables dénombrable (DEN);TELEM;;BATTERIE 2.2AH 12V;;;5027118;;;Porte de secours;7,00;200,00;;18/10/2022;19/12/2022;;;;;;;"Sûreté : Elevation clôture site
Sûreté : Système intrusion issu de secours.
Sûreté : bareaudage site";;;
Z20903;22015466;Z20903_22015466_5040614;immo inventoriables dénombrable (DEN);MULTEK SARL AU;;Fourniture et pose prise 3P 16A femelle avec prolongateur 3P;;;5040614;;;;7,00;194,00;;13/04/2023;26/06/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20470;22016203;Z20470_22016203_5027118;immo inventoriables dénombrable (DEN);TELEM;;CONTACT DE PUISSANCE POUR SURFACE EN ALUMINIUM;;;5027118;;;Porte de secours;7,00;172,00;;18/10/2022;19/12/2022;;;;;;;"Sûreté : Elevation clôture site
Sûreté : Système intrusion issu de secours.
Sûreté : bareaudage site";;;
Z20191;20012019;Z20191_20012019_5005956;Immo Analysables (VAL) ;SOCIETE CONSTRUCTION BENHORI;;FRAIS D'INSTALATTION;;;5005956;;;;13,00;120,00;;03/12/2021;21/12/2021;;;;;;;#N/A;;;
Z21107;23017941;Z21107_23017941_5047478;immo inventoriables dénombrable (DEN);MULTEK SARL AU;;FOURNITURE ET POSE CABLE U1000 R02V 5*10MM2 NEXANS;;;5047478;;;;50,00;115,00;;28/07/2023;02/10/2023;;;;;;;Travaux d'aménagement et d'installation DUAL4;;;
Z21140;23017774;Z21140_23017774_5050074;immo inventoriables dénombrable (DEN);MULTEK SARL AU;;FOURNITURE ET POSE DES CHEMINS DE CABLES EN FIL;;;5050074;;;Zone Oxy + Raize;250,00;112,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z20607;22016204;Z20607_22016204_5032498;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;SEPARATION POUR ETAGERE EN BOIS;;;5032498;;;;1,00;110,00;;27/12/2022;24/02/2023;;;;;;;Rack de stockage quarantaine;;;
Z30026;20011903;Z30026_20011903_2447973;immo inventoriables immatriculables (IMA);SAFRAN AEROSYSTEMS;;;;;2447973;;;;1,00;4300,00;;12/03/2020;18/12/2020;;;;;;;Licence W10 PC MT ZAM;;;
Z30027;20012021;Z30027_20012021_2447974;immo inventoriables immatriculables (IMA);EQUIPEMENTS SCIENTIFIQUES;;6813C SOURCE LINEAIRE AC 1750VA1 générateur arbitraire intégré et analyseur de puissance Gamme : 300 Vrms;;;2447974;7520;SALLE VXI;VXI4;1,00;10702,56;;01/04/2020;04/12/2020;;;;;;;Alimentation ACPS6813C;;;
Z30028;20012023;Z30028_20012023_2447975;immo inventoriables immatriculables (IMA);EQUIPEMENTS SCIENTIFIQUES;;MULTIMETRE;;;2447975;7520;LABO;LABO;1,00;686,40;;02/04/2020;04/12/2020;;;;;;;Multimètres numériques;;;
Z30029;20012023;Z30029_20012023_2447975;immo inventoriables immatriculables (IMA);EQUIPEMENTS SCIENTIFIQUES;;MULTIMETRE;;;2447975;7520;MRO;MRO;1,00;686,40;;02/04/2020;04/12/2020;;;;;;;Multimètres numériques;;;
Z30030;20012023;Z30030_20012023_2447975;immo inventoriables immatriculables (IMA);EQUIPEMENTS SCIENTIFIQUES;;MULTIMETRE;;;2447975;7520;CAVE;CAVE;1,00;686,40;;02/04/2020;04/12/2020;;;;;;;Multimètres numériques;;;
Z30031;20012023;Z30031_20012023_2447975;immo inventoriables immatriculables (IMA);EQUIPEMENTS SCIENTIFIQUES;;MULTIMETRE;;;2447975;7520;CAVE;CAVE;1,00;686,40;;02/04/2020;04/12/2020;;;;;;;Multimètres numériques;;;
Z30032;20012023;Z30032_20012023_2447975;immo inventoriables immatriculables (IMA);EQUIPEMENTS SCIENTIFIQUES;;MULTIMETRE;;;2447975;7520;CAVE;CAVE;1,00;686,40;;02/04/2020;04/12/2020;;;;;;;Multimètres numériques;;;
Z30033;19008659;Z30033_19008659_2447976;immo inventoriables dénombrable (DEN);CLAUGER AFRIQUIA;;;;;2447976;;;;1,00;300,00;;07/05/2020;04/12/2020;;;;;;;Duplication des moyens de test déverminage famille A320 PW8;;;
Z30034;19008659;Z30034_19008659_2447976;immo inventoriables dénombrable (DEN);CLAUGER AFRIQUIA;;;;;2447976;;;;1,00;505,00;;07/05/2020;04/12/2020;;;;;;;Duplication des moyens de test déverminage famille A320 PW8;;;
Z30035;19008659;Z30035_19008659_2447976;immo inventoriables dénombrable (DEN);CLAUGER AFRIQUIA;;;;;2447976;;;;1,00;200,00;;07/05/2020;04/12/2020;;;;;;;Duplication des moyens de test déverminage famille A320 PW8;;;
Z30036;19008659;Z30036_19008659_2447976;immo inventoriables dénombrable (DEN);CLAUGER AFRIQUIA;;;;;2447976;;;;1,00;825,00;;07/05/2020;04/12/2020;;;;;;;Duplication des moyens de test déverminage famille A320 PW8;;;
Z30037;19008659;Z30037_19008659_2447976;immo inventoriables dénombrable (DEN);CLAUGER AFRIQUIA;;;;;2447976;;;;1,00;450,00;;07/05/2020;04/12/2020;;;;;;;Duplication des moyens de test déverminage famille A320 PW8;;;
Z30038;19008659;Z30038_19008659_2447976;immo inventoriables dénombrable (DEN);CLAUGER AFRIQUIA;;;;;2447976;;;;2,00;325,00;;07/05/2020;04/12/2020;;;;;;;Duplication des moyens de test déverminage famille A320 PW8;;;
Z30039;19008659;Z30039_19008659_2447976;immo inventoriables dénombrable (DEN);CLAUGER AFRIQUIA;;;;;2447976;;;;2,00;180,00;;07/05/2020;04/12/2020;;;;;;;Duplication des moyens de test déverminage famille A320 PW8;;;
Z30040;19008659;Z30040_19008659_2447976;immo inventoriables dénombrable (DEN);CLAUGER AFRIQUIA;;;;;2447976;;;;2,00;2500,00;;07/05/2020;04/12/2020;;;;;;;Duplication des moyens de test déverminage famille A320 PW8;;;
Z30041;19008659;Z30041_19008659_2447976;immo inventoriables dénombrable (DEN);CLAUGER AFRIQUIA;;;;;2447976;;;;1224,00;4,15;;07/05/2020;04/12/2020;;;;;;;Duplication des moyens de test déverminage famille A320 PW8;;;
Z30042;19008659;Z30042_19008659_2447976;immo inventoriables dénombrable (DEN);CLAUGER AFRIQUIA;;;;;2447976;;;;1,00;8450,00;;07/05/2020;04/12/2020;;;;;;;Duplication des moyens de test déverminage famille A320 PW8;;;
Z30043;18003972;Z30043_18003972_2447980;immo inventoriables immatriculables (IMA);SAFRAN AEROSYSTEMS;;;;;2447980;;;;1,00;1807,00;;05/03/2019;31/12/5999;;;;;;;Sécurisation bancs de test Atel+;;;
Z30044;18003972;Z30044_18003972_2447980;immo inventoriables immatriculables (IMA);SAFRAN AEROSYSTEMS;;;;;2447980;;;;1,00;4460,00;;05/03/2019;19/03/2021;;;;;;;Sécurisation bancs de test Atel+;;;
Z30045;18003972;Z30045_18003972_2447980;immo inventoriables immatriculables (IMA);SAFRAN AEROSYSTEMS;;;;;2447980;;;;1,00;3710,00;;05/03/2019;24/02/2021;;;;;;;Sécurisation bancs de test Atel+;;;
Z30046;18003972;Z30046_18003972_2447980;immo inventoriables immatriculables (IMA);SAFRAN AEROSYSTEMS;;;;;2447980;;;;1,00;4638,00;;05/03/2019;31/12/5999;;;;;;;Sécurisation bancs de test Atel+;;;
Z30047;18004883;Z30047_18004883_2447981;immo inventoriables immatriculables (IMA);SAFRAN AEROSYSTEMS;;;;;2447981;;;;1,00;9500,00;;12/03/2019;31/12/5999;;;;;;;Transfert des jauges SFTU à FIR+;;;
Z30048;18004883;Z30048_18004883_2447981;immo inventoriables immatriculables (IMA);SAFRAN AEROSYSTEMS;;;;;2447981;;;;1,00;9000,00;;12/03/2019;31/12/5999;;;;;;;Transfert des jauges SFTU à FIR+;;;
Z30049;18004883;Z30049_18004883_2447981;immo inventoriables immatriculables (IMA);SAFRAN AEROSYSTEMS;;;;;2447981;;;;1,00;240,00;;12/03/2019;31/12/5999;;;;;;;Transfert des jauges SFTU à FIR+;;;
Z30050;18004883;Z30050_18004883_2447981;immo inventoriables immatriculables (IMA);SAFRAN AEROSYSTEMS;;;;;2447981;;;;1,00;960,00;;12/03/2019;31/12/5999;;;;;;;Transfert des jauges SFTU à FIR+;;;
Z30051;18004883;Z30051_18004883_2447981;immo inventoriables immatriculables (IMA);SAFRAN AEROSYSTEMS;;;;;2447981;;;;1,00;2642,00;;12/03/2019;31/12/5999;;;;;;;Transfert des jauges SFTU à FIR+;;;
Z30052;19007789;Z30052_19007789_2447982;immo inventoriables immatriculables (IMA);ATLAS COPCO APPLICATIONS FR;;SYSTÈME MT FOCUS 6000 FORMATION + MISE EN ROUTE;;;2447982;;;;1,00;2660,00;;04/07/2019;24/02/2021;;;;;;;Modernisation ligne élec - Chantier Green belt;;;
Z30053;19008500;Z30053_19008500_2447983;immo inventoriables dénombrable (DEN);SIEMT SARL;;;;;2447983;;;;14,00;94,17;;25/07/2019;31/12/5999;;;;;;;Réaménagement atelier - Chantier GreenBelt;;;
Z30054;19008500;Z30054_19008500_2447983;immo inventoriables dénombrable (DEN);SIEMT SARL;;;;;2447983;;;;5,00;331,20;;25/07/2019;31/12/5999;;;;;;;Réaménagement atelier - Chantier GreenBelt;;;
Z30055;19009548;Z30055_19009548_2447984;immo inventoriables immatriculables (IMA);MICRODATA;;;;;2447984;;;;1,00;9174,00;;05/09/2019;31/12/5999;;;;;;;PC fixe + PC portable nouvel embauche;;;
Z30056;19009548;Z30056_19009548_2447984;immo inventoriables immatriculables (IMA);MICRODATA;;;;;2447984;;;;1,00;340,00;;05/09/2019;31/12/5999;;;;;;;PC fixe + PC portable nouvel embauche;;;
Z30057;19009548;Z30057_19009548_2447984;immo inventoriables immatriculables (IMA);MICRODATA;;;;;2447984;;;;1,00;1473,00;;05/09/2019;31/12/5999;;;;;;;PC fixe + PC portable nouvel embauche;;;
Z30058;19009548;Z30058_19009548_2447984;immo inventoriables immatriculables (IMA);MICRODATA;;;;;2447984;;;;1,00;248,00;;05/09/2019;31/12/5999;;;;;;;PC fixe + PC portable nouvel embauche;;;
Z30059;19009548;Z30059_19009548_2447984;immo inventoriables immatriculables (IMA);MICRODATA;;;;;2447984;;;;1,00;3661,00;;05/09/2019;31/12/5999;;;;;;;PC fixe + PC portable nouvel embauche;;;
Z30060;19009658;Z30060_19009658_2447985;immo inventoriables immatriculables (IMA);SMEF;;;;;2447985;;;;1,00;1911,00;;05/09/2019;31/12/5999;;;;;;;Outillages & instruments de mesures;;;
Z30061;19009658;Z30061_19009658_2447985;immo inventoriables immatriculables (IMA);SMEF;;;;;2447985;;;;1,00;2279,00;;05/09/2019;31/12/5999;;;;;;;Outillages & instruments de mesures;;;
Z30062;19009658;Z30062_19009658_2447985;immo inventoriables immatriculables (IMA);SMEF;;;;;2447985;;;;1,00;2747,00;;05/09/2019;31/12/5999;;;;;;;Outillages & instruments de mesures;;;
Z30063;19009658;Z30063_19009658_2447985;immo inventoriables immatriculables (IMA);SMEF;;;;;2447985;;;;1,00;4136,00;;05/09/2019;31/12/5999;;;;;;;Outillages & instruments de mesures;;;
Z30064;19009658;Z30064_19009658_2447985;immo inventoriables dénombrable (DEN);SMEF;;;;;2447985;;;;3,00;621,00;;05/09/2019;31/12/5999;;;;;;;Outillages & instruments de mesures;;;
Z30065;19009658;Z30065_19009658_2447986;immo inventoriables immatriculables (IMA);MANUTAN EXPORT;;;;;2447986;;;;1,00;665,00;;05/09/2019;31/12/5999;;;;;;;Outillages & instruments de mesures;;;
Z30066;19009470;Z30066_19009470_2447987;immo inventoriables immatriculables (IMA);AEROSEC INDUSTRIE;;;;;2447987;;;;1,00;2300,00;;05/09/2019;31/12/5999;;;;;;;Pavé immergeable - Bac à ultrason;;;
Z30067;20012753;Z30067_20012753_2450030;immo inventoriables immatriculables (IMA);WATER  TECHNOLOGIE SOLUTIONS;;Etuve dégazage;;;2450030;;;;1,00;82250,00;;27/10/2020;24/02/2021;;;;;;;Etuve de dégazage potting îlot Jauge;;;
Z30068;20011876;Z30068_20011876_2450045;immo inventoriables immatriculables (IMA);GRAVOTECH MARKING;;Machine de marquage laser;;;2450045;;Magasin;Magasin;1,00;15580,00;;27/10/2020;25/06/2021;;;;;;;Transfert AFMC;;;
Z30069;20011876;Z30069_20011876_2450045;immo inventoriables immatriculables (IMA);GRAVOTECH MARKING;;Machine de marquage laser;;;2450045;;Magasin;Magasin;1,00;15580,00;;27/10/2020;25/06/2021;;;;;;;Transfert AFMC;;;
Z30070;20011876;Z30070_20011876_2450045;immo inventoriables immatriculables (IMA);GRAVOTECH MARKING;;Machine de marquage laser;;;2450045;;Magasin;Magasin;1,00;4500;;27/10/2020;25/06/2021;;;;;;;Transfert AFMC;;;
Z30071;20011876;Z30071_20011876_2450045;immo inventoriables immatriculables (IMA);GRAVOTECH MARKING;;Machine de marquage laser;;;2450045;;Magasin;Magasin;1,00;220;;27/10/2020;25/06/2021;;;;;;;Transfert AFMC;;;
Z30072;20011876;Z30072_20011876_2450045;immo inventoriables immatriculables (IMA);GRAVOTECH MARKING;;Machine de marquage laser;;;2450045;;Magasin;Magasin;1,00;1200;;27/10/2020;25/06/2021;;;;;;;Transfert AFMC;;;
Z30073;20011876;Z30073_20011876_2450045;immo inventoriables immatriculables (IMA);GRAVOTECH MARKING;;Machine de marquage laser;;;2450045;;Magasin;Magasin;1,00;180;;27/10/2020;25/06/2021;;;;;;;Transfert AFMC;;;
Z20610;22016204;Z20610_22016204_5032498;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;SEPARATION POUR ETAGERE EN BOIS;;;5032498;;;;1,00;110,00;;27/12/2022;24/02/2023;;;;;;;Rack de stockage quarantaine;;;
Z20611;22016204;Z20611_22016204_5032498;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;SEPARATION POUR ETAGERE EN BOIS;;;5032498;;;;1,00;110,00;;27/12/2022;24/02/2023;;;;;;;Rack de stockage quarantaine;;;
Z20612;22016204;Z20612_22016204_5032498;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;SEPARATION POUR ETAGERE EN BOIS;;;5032498;;;;1,00;110,00;;27/12/2022;24/02/2023;;;;;;;Rack de stockage quarantaine;;;
Z20613;22016204;Z20613_22016204_5032498;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;SEPARATION POUR ETAGERE EN BOIS;;;5032498;;;;1,00;110,00;;27/12/2022;24/02/2023;;;;;;;Rack de stockage quarantaine;;;
Z20614;22016204;Z20614_22016204_5032498;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;SEPARATION POUR ETAGERE EN BOIS;;;5032498;;;;1,00;110,00;;27/12/2022;24/02/2023;;;;;;;Rack de stockage quarantaine;;;
Z20615;22016204;Z20615_22016204_5032498;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;SEPARATION POUR ETAGERE EN BOIS;;;5032498;;;;1,00;110,00;;27/12/2022;24/02/2023;;;;;;;Rack de stockage quarantaine;;;
Z20616;22016204;Z20616_22016204_5032498;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;SEPARATION POUR ETAGERE EN BOIS;;;5032498;;;;1,00;110,00;;27/12/2022;24/02/2023;;;;;;;Rack de stockage quarantaine;;;
Z20617;22016204;Z20617_22016204_5032498;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;SEPARATION POUR ETAGERE EN BOIS;;;5032498;;;;1,00;110,00;;27/12/2022;24/02/2023;;;;;;;Rack de stockage quarantaine;;;
Z20618;22016204;Z20618_22016204_5032498;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;SEPARATION POUR ETAGERE EN BOIS;;;5032498;;;;1,00;110,00;;27/12/2022;24/02/2023;;;;;;;Rack de stockage quarantaine;;;
Z20619;22016204;Z20619_22016204_5032498;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;SEPARATION POUR ETAGERE EN BOIS;;;5032498;;;;1,00;110,00;;27/12/2022;24/02/2023;;;;;;;Rack de stockage quarantaine;;;
Z20620;22016204;Z20620_22016204_5032498;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;SEPARATION POUR ETAGERE EN BOIS;;;5032498;;;;1,00;110,00;;27/12/2022;24/02/2023;;;;;;;Rack de stockage quarantaine;;;
Z20913;22015466;Z20913_22015466_5040614;immo inventoriables dénombrable (DEN);MULTEK SARL AU;;Fourniture et pose plinthe 100x50;;;5040614;;;;50,00;92,00;;13/04/2023;26/06/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20487;22016209;Z20487_22016209_5027119;immo inventoriables dénombrable (DEN);ISO QUAL TECH;;Raccordement tapis a bornier 0.15m 2bp 10mm femelle;;;5027119;7520;ILOT ELEC;;45,00;72,00;;18/10/2022;27/10/2022;;;;;;;Matériel ESD Remise à niveau 1/2;;;
Z20911;22015466;Z20911_22015466_5040614;immo inventoriables dénombrable (DEN);MULTEK SARL AU;;Fourniture et pose prise 3P 16A femelle avec support;;;5040614;;;;40,00;69,00;;13/04/2023;26/06/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20907;22015466;Z20907_22015466_5040614;immo inventoriables dénombrable (DEN);MULTEK SARL AU;;Fourniture et pose d'un cable 4x6 mm²;;;5040614;;;;25,00;66,90;;13/04/2023;26/06/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20916;22015466;Z20916_22015466_5040614;immo inventoriables dénombrable (DEN);MULTEK SARL AU;;Fourniture et pose d'un cable nu 28mm2;;;5040614;;;;70,00;57,00;;13/04/2023;26/06/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20908;22015466;Z20908_22015466_5040614;immo inventoriables dénombrable (DEN);MULTEK SARL AU;;Fourniture et pose d'un cable électrique R02V U1000 5x4mm²;;;5040614;;;;25,00;55,70;;13/04/2023;26/06/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20489;22016209;Z20489_22016209_5027119;immo inventoriables dénombrable (DEN);ISO QUAL TECH;;bouton pression male 10mm ( sachet de 10);;;5027119;7520;ILOT ELEC;;1,00;52,00;;18/10/2022;27/10/2022;;;;;;;Matériel ESD Remise à niveau 1/2;;;
Z20488;22016209;Z20488_22016209_5027119;immo inventoriables dénombrable (DEN);ISO QUAL TECH;;Raccordement prise de mise a la terre a partie metal de post;;;5027119;7520;ILOT ELEC;;45,00;47,00;;18/10/2022;27/10/2022;;;;;;;Matériel ESD Remise à niveau 1/2;;;
Z20484;22016209;Z20484_22016209_5027119;immo inventoriables dénombrable (DEN);ISO QUAL TECH;;cordons torsades 1.8m bp 10mm;;;5027119;7520;ILOT ELEC;;20,00;45,00;;18/10/2022;27/10/2022;;;;;;;Matériel ESD Remise à niveau 1/2;;;
Z20906;22015466;Z20906_22015466_5040614;immo inventoriables dénombrable (DEN);MULTEK SARL AU;;Fourniture et pose d'un cable 4x4mm²;;;5040614;;;;25,00;44,60;;13/04/2023;26/06/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z21139;23017774;Z21139_23017774_5050074;immo inventoriables dénombrable (DEN);MULTEK SARL AU;;FOURNITURE ET POSE D'UN CABLE UN 14MM2;;;5050074;;;Zone Oxy + Raize;400,00;44,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z20483;22016209;Z20483_22016209_5027119;immo inventoriables dénombrable (DEN);ISO QUAL TECH;;Bracelet tissu bp 10mm;;;5027119;7520;ILOT ELEC;;20,00;35,00;;18/10/2022;27/10/2022;;;;;;;Matériel ESD Remise à niveau 1/2;;;
